"Price","Name","Rooms","Area","Floor","Region","Year","Elevator"
"510 000 zł","3 pokoje⭐️dwustronne⭐️balkon⭐️stan deweloperski","3 pokoje","53.82 m²","3 piętro","Kośminek","2024","tak"
"574 000 zł","Ogród/Piętro + Nowe 4 pokoje + Garaż 0zł","4 pokoje","58 m²","","Ponikwoda","brak informacji","tak"
"460 000 zł","Nowe mieszkanie, ul. Jemiołuszki 20","2 pokoje","53 m²","parter","Węglin Południowy","2025","tak"
"385 000 zł","3 pokojowe uniwersalne mieszkanie z potencjałem","3 pokoje","45.8 m²","4 piętro","Kalinowszczyzna","1969","nie"
"435 000 zł","Sprzedam Mieszkanie","3 pokoje","49.89 m²","6 piętro","Kośminek","1971","tak"
"708 000 zł","Lublin, Węglinek - ul. Jemiołuszki","3 pokoje","65 m²","3 piętro","Węglin Południowy","2024","tak"
"670 000 zł","2 pokojowy Apartament w centrum, balkon, parking","2 pokoje","41.25 m²","2 piętro","Śródmieście","2024","tak"
"728 500 zł","Idealne mieszkanie 4 Pokoje ! 2 balkony ! Okazja","4 pokoje","77.5 m²","3 piętro","Czechów Północny","2025","tak"
"Zapytaj o cenę","3-pokojowe mieszkanie 51m2 + balkon Bez Prowizji","3 pokoje","51.05 m²","1 piętro","Ponikwoda","2026","tak"
"668 000 zł","TRZY - pokojowe mieszkanie piętro 1/3, ul. Fulmana","3 pokoje","68 m²","1 piętro","Wrotków","2006","tak"
"459 000 zł","2 pokoje, stan deweloperski, Wrotków od zaraz!!!","2 pokoje","40 m²","5 piętro","Wrotków","2024","tak"
"669 000 zł","4 pokoje, blisko Centrum Okazja !!","4 pokoje","70 m²","parter","Dziesiąta","2008","nie"
"543 000 zł","3 pokoje, stan deweloperski, duży balkon 20m","3 pokoje","52.5 m²","parter","Węglin Południowy","2024","nie"
"589 000 zł","Jasne mieszkanie 73m Sławinek Czeremchowa","3 pokoje","73 m²","3 piętro","Sławin","1995","nie"
"459 000 zł","Dwa pokoje gotowe do wejścia - Ul. Elektryczna","2 pokoje","49.89 m²","6 piętro","Kośminek","1971","tak"
"345 000 zł","Dwa Pokoje Blisko Uczelni - Ul. Popiełuszki","2 pokoje","32.64 m²","4 piętro","Wieniawa","1975","nie"
"449 000 zł","Miasteczko Akademickie - 3 Pokoje do Remontu","3 pokoje","49 m²","parter","Wieniawa","1968","tak"
"1 150 000 zł","Apartament z pięknym widokiem/Pana Balcera!","4 pokoje","87.63 m²","10 piętro","Rury","2015","tak"
"449 000 zł","Mieszkanie z klimatyzacją przy ul. Skierki, LSM","3 pokoje","44.4 m²","4 piętro","Rury","1968","nie"
"999 900 zł","Szukasz Opłacalnego Gotowca Inwestycyjnego? 108,40","4 pokoje","120 m²","1 piętro","Śródmieście","brak informacji","nie"
"639 000 zł","Wyremontowane Mieszkanie Czuby","3 pokoje","60.5 m²","parter","Czuby Północne","2000","nie"
"599 000 zł","Mieszkanie, 3 pokoje Al. Racławickie 24","3 pokoje","60.86 m²","2 piętro","Wieniawa","1960","nie"
"529 890 zł","Perspektywa Czechów ul. Wojtasa/51m2 -3-pokoje","3 pokoje","51.95 m²","4 piętro","Czechów Północny","2026","tak"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 4-pok. | C_10","4 pokoje","68.63 m²","2 piętro","Ponikwoda","2026","tak"
"609 840 zł","Chodźki Residence Lublin, ul. Chodźki M54","2 pokoje","61.6 m²","parter","Czechów Południowy","2024","tak"
"Zapytaj o cenę","Apartamenty w Śródmieściu Lublina","1 pokój","26.24 m²","4 piętro","Śródmieście","2026","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 4-pok. N4_61","4 pokoje","66.07 m²","3 piętro","Ponikwoda","brak informacji","tak"
"558 279 zł","Felin Park II | mieszkanie 3-pok. | M13","3 pokoje","55.33 m²","3 piętro","Kośminek","2025","tak"
"Zapytaj o cenę","Nowe Mieszkanie Rezydencja Ogród Saski A5.5","1 pokój","31.78 m²","5 piętro","Śródmieście","2024","nie"
"616 000 zł","Sprzedam mieszkanie","2 pokoje","56 m²","1 piętro","Czechów Południowy","2010","nie"
"319 000 zł","Nowy Świat, kawalerka 32,3m2 z balkonem + garaż","1 pokój","32.3 m²","3 piętro","Dziesiąta","2000","nie"
"429 000 zł","Przytulne Mieszkanie 5Min Od Dworca Pkp","2 pokoje","51.93 m²","1 piętro","Za Cukrownią","1925","nie"
"424 760 zł","Sprzedam 3 pokojowe mieszkanie 57,4 m do remontu","3 pokoje","57.4 m²","10 piętro","Bronowice","1985","tak"
"870 000 zł","Mieszkanie na sprzedaż ul. Wrońska Lublin","4 pokoje","80 m²","1 piętro","Bronowice","2020","tak"
"430 000 zł","Lsm! 48m2, p.0/ 2 pok. Można 3/ niski blok","2 pokoje","48.4 m²","parter","Rury","1983","nie"
"305 000 zł","Kawalerka w super lokalizacji T.Zana!","1 pokój","28.1 m²","9 piętro","Rury","1970","tak"
"594 048 zł","Lublin Śródmieście widok na panoramę miasta","2 pokoje","46.41 m²","3 piętro","Wieniawa","2024","tak"
"948 795 zł","Lublin Śródmieście Apartamenty Reduta","4 pokoje","73.55 m²","1 piętro","Wieniawa","2024","tak"
"895 985 zł","Lublin Śródmieście Apartamenty Reduta","3 pokoje","70.55 m²","1 piętro","Wieniawa","2024","tak"
"1 381 799 zł","Lublin Śródmieście Apartamenty Reduta","4 pokoje","99.41 m²","5 piętro","Wieniawa","2024","tak"
"652 446 zł","Lublin Śródmieście widok na panoramę miasta","2 pokoje","48.69 m²","2 piętro","Wieniawa","2024","tak"
"636 000 zł","2 pokoje + kuchnia 53,05 m2 ul. Koralowa Parter","2 pokoje","53.05 m²","parter","Węglin Południowy","2015","tak"
"352 428 zł","Bez Prowizji ! Najlepsza Lokalizacja w Lublinie !","1 pokój","27.32 m²","2 piętro","Śródmieście","2024","tak"
"367 263 zł","Ostatnie 2 pokoje na 29m2 ! Okazja Ścisłe Centrum","2 pokoje","28.47 m²","2 piętro","Śródmieście","2024","tak"
"737 804 zł","Lublin Śródmieście Apartamenty Reduta","3 pokoje","55.06 m²","1 piętro","Wieniawa","2024","tak"
"668 000 zł","TRZY - pokojowe mieszkanie piętro 1/3, ul. Fulmana","3 pokoje","68 m²","1 piętro","Wrotków","2006","tak"
"863 200 zł","MIESZKANIE PREMIUM - KOMFORTOWO WYKOŃCZONE - NOWE","3 pokoje","66.92 m²","parter","Czechów Południowy","2024","tak"
"Zapytaj o cenę","2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio","2 pokoje","37.54 m²","2 piętro","Ponikwoda","2026","tak"
"Zapytaj o cenę","4-pokojowe mieszkanie 60m2 + balkon Bezpośrednio","4 pokoje","60.17 m²","3 piętro","Ponikwoda","2026","tak"
"1 381 799 zł","Lublin Śródmieście Apartamenty Reduta","4 pokoje","99.41 m²","5 piętro","Wieniawa","2024","tak"
"652 446 zł","Lublin Śródmieście widok na panoramę miasta","2 pokoje","48.69 m²","2 piętro","Wieniawa","2024","tak"
"636 000 zł","2 pokoje + kuchnia 53,05 m2 ul. Koralowa Parter","2 pokoje","53.05 m²","parter","Węglin Południowy","2015","tak"
"352 428 zł","Bez Prowizji ! Najlepsza Lokalizacja w Lublinie !","1 pokój","27.32 m²","2 piętro","Śródmieście","2024","tak"
"367 263 zł","Ostatnie 2 pokoje na 29m2 ! Okazja Ścisłe Centrum","2 pokoje","28.47 m²","2 piętro","Śródmieście","2024","tak"
"737 804 zł","Lublin Śródmieście Apartamenty Reduta","3 pokoje","55.06 m²","1 piętro","Wieniawa","2024","tak"
"494 840 zł","Nova Daliova | mieszkanie 3-pok. | B2.41","3 pokoje","55.6 m²","2 piętro","Ponikwoda","2025","tak"
"717 000 zł","3 pokojowe mieszkanie na Węglinie bez PCC","3 pokoje","56.42 m²","1 piętro","Węglin Południowy","2024","tak"
"599 000 zł","3 pokojowe mieszkanie na Sławinie","3 pokoje","55 m²","1 piętro","Sławin","2014","tak"
"520 000 zł","Komfortowe mieszkanie na Sławinie!","2 pokoje","51.1 m²","parter","Sławin","2006","nie"
"840 000 zł","Piękne, duże mieszkanie gotowe do wprowadzenia!","4 pokoje","73 m²","5 piętro","Węglin Południowy","2018","tak"
"579 000 zł","Nowoczesne 3-pokojowe mieszkanie z wyposażeniem","3 pokoje","49.15 m²","parter","Węglin Południowy","brak informacji","tak"
"519 000 zł","Dwa pokoje do zamieszkania z garderobą","2 pokoje","47.5 m²","3 piętro","Rury","1968","tak"
"393 015 zł","Osiedle Metropol - 2 pokoje. W wakcaje rabat.","2 pokoje","41.37 m²","","Dziesiąta","brak informacji","nie"
"352 643 zł","Zamojska 29 | mieszkanie M.07 Gotowe Na Styczeń 25","1 pokój","25.37 m²","1 piętro","Śródmieście","2024","tak"
"430 000 zł","Mieszkanie, 51,93 m², Lublin","2 pokoje","51.93 m²","parter","Za Cukrownią","brak informacji","nie"
"395 000 zł","Mieszkanie, 45,90 m², Lublin","2 pokoje","45.9 m²","1 piętro","Za Cukrownią","brak informacji","nie"
"339 000 zł","Kawalerka przy dworcu Metropolitarnym","1 pokój","32.19 m²","1 piętro","Za Cukrownią","brak informacji","nie"
"632 225 zł","Gotowe Mieszkania Z Rabatami","3 pokoje","66.55 m²","1 piętro","Dziesiąta","2023","tak"
"432 075 zł","Nowe Mieszkanie Gotowe Na Drugi Kwartał 2025","2 pokoje","41.15 m²","2 piętro","Ponikwoda","2025","tak"
"559 000 zł","Mieszkanie  Przy ""Olimpie""","3 pokoje","49.62 m²","3 piętro","Ponikwoda","2026","nie"
"690 000 zł","Felin - 3 przestronne pokoje - duża piwnica 12m2","3 pokoje","65.56 m²","3 piętro","Felin","2020","tak"
"519 000 zł","Rezerwacja - 3 pokojowe mieszkanie - Wrotków","3 pokoje","48.17 m²","2 piętro","Wrotków","1977","nie"
"465 000 zł","Mieszkanie  Przy ""Olimpie""","2 pokoje","37.54 m²","5 piętro","Ponikwoda","2026","nie"
"460 000 zł","Idealne mieszkanie dla singla w NOWYM BLOKU!","2 pokoje","34.79 m²","2 piętro","Czechów Południowy","2024","tak"
"599 000 zł","2 Pokoje Po Remoncie Do Wejścia Blisko Um!","2 pokoje","52.52 m²","parter","Ponikwoda","2009","tak"
"509 000 zł","*dwustronne*3 pokoje*nowoczesne*","3 pokoje","48.9 m²","parter","Czuby Północne","1985","nie"
"519 000 zł","3 pokoje blisko Politechniki, do wejścia","3 pokoje","60 m²","4 piętro","Rury","1984","tak"
"365 000 zł","3 pokoje po remoncie instalacji, Hutnicza","3 pokoje","46.28 m²","3 piętro","Tatary","1964","nie"
"572 000 zł","Przestronne 3 pokoje, Czechów, os. Choiny","3 pokoje","64 m²","3 piętro","Czechów Północny","1990","nie"
"545 432 zł","Nowe M-3, stan deweloperski, 47, Sławin, Lublin","2 pokoje","47.02 m²","2 piętro","Sławin","2024","tak"
"450 000 zł","Słoneczne 3 pokojowe mieszkanie z balkonem 48m2","3 pokoje","48.71 m²","4 piętro","Bronowice","1962","nie"
"466 070 zł","Perspektywa Czechów ul. Wojtasa/42 m2 - 2-pokoje","2 pokoje","42.37 m²","1 piętro","Czechów Północny","2026","tak"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 2-pok. | C_65","2 pokoje","37.15 m²","3 piętro","Ponikwoda","2026","tak"
"656 568 zł","Chodźki Residence Lublin, ul. Chodźki M53","3 pokoje","66.32 m²","parter","Czechów Południowy","2024","tak"
"Zapytaj o cenę","Wyjątkowa, luksusowa inwestycja w Lublinie","4 pokoje","70.39 m²","4 piętro","Śródmieście","2026","tak"
"1 381 799 zł","Lublin Śródmieście Apartamenty Reduta","4 pokoje","99.41 m²","5 piętro","Wieniawa","2024","tak"
"690 000 zł","Mieszkanie z potencjałem na antresolę","3 pokoje","73.99 m²","3 piętro","Ponikwoda","2015","tak"
"899 000 zł","3 pokoje, LSM, 10 piętro- Apartamentowiec.","3 pokoje","68 m²","10 piętro","Rury","2013","tak"
"775 448,30 zł","Lublin os. Lsm - Idealne pod wynajem ! Okazja !","2 pokoje","51.7 m²","5 piętro","Konstantynów","2022","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 3-pok. N5_15","3 pokoje","58.54 m²","1 piętro","Ponikwoda","brak informacji","tak"
"552 746 zł","Felin Park II | mieszkanie 3-pok. | M9","3 pokoje","55.33 m²","2 piętro","Kośminek","2025","tak"
"Zapytaj o cenę","Ustawne Mieszkanie Rezydencja Ogród Saski | C3.10","1 pokój","25.1 m²","3 piętro","Śródmieście","2024","nie"
"Zapytaj o cenę","B3 Mieszkanie nr 51","3 pokoje","60.84 m²","6 piętro","Czechów Północny","2026","tak"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park B13","4 pokoje","73.11 m²","parter","Czechów Północny","2026","nie"
"Zapytaj o cenę","Nowe mieszkanie w inw. Rezydencja Chabrowa | A.M24","4 pokoje","71.49 m²","3 piętro","Sławin","2022","tak"
"500 000 zł","3-pokojowe mieszkanie (47 m²) - Bronowice","3 pokoje","47 m²","2 piętro","Bronowice","1970","nie"
"475 440 zł","Bez Prowizji Czechów ! Gotowe Na Grudzień 24 ! Ok","3 pokoje","51.81 m²","3 piętro","Czechów Południowy","2024","tak"
"489 000 zł","2 pokoje 46,1m2 Czuby .","2 pokoje","46.1 m²","3 piętro","Czuby Południowe","2005","nie"
"260 000 zł","44 m2 ul. Weteranów","2 pokoje","44 m²","","Wieniawa","brak informacji","nie"
"569 000 zł","2 pokoje + kuchnia, miasteczko akademickie","2 pokoje","49.69 m²","3 piętro","Wieniawa","1958","nie"
"639 000 zł","Słoneczna przestrzeń dla rodziny | 4 pokoje |","4 pokoje","62.2 m²","4 piętro","Czechów Południowy","1978","tak"
"327 654 zł","1 pokojowe. Ostatnie 2 szt w tym metrażu.","1 pokój","25.05 m²","parter","Ponikwoda","2026","tak"
"747 000 zł","Lublin, Węglinek ul. Jemiołuszki","3 pokoje","65 m²","2 piętro","Węglin Południowy","2024","tak"
"515 000 zł","Wieniawa okolica KUL, miejsce postojowe w cenie","2 pokoje","51 m²","3 piętro","Wieniawa","brak informacji","nie"
"537 715 zł","Wyjątkowa inwestycja Deweloperska","3 pokoje","50.92 m²","3 piętro","Wrotków","2026","tak"
"699 000 zł","Nowe Mieszkanie 3 Pokoje Koncertowa","3 pokoje","61.79 m²","parter","Czechów Północny","2023","tak"
"545 000 zł","3 Pokoje Z Balkonem I Bardzo Dużą Piwnicą","3 pokoje","62.9 m²","1 piętro","Bronowice","1960","nie"
"425 000 zł","Sprzedaż ustawne 2 pokoje - przy ul. Koncertowa","2 pokoje","47.3 m²","1 piętro","Czechów Północny","2000","nie"
"574 000 zł","Ogród/Piętro + Nowe 4 pokoje + Garaż 0zł","4 pokoje","58 m²","","Ponikwoda","brak informacji","tak"
"511 200 zł","Najtańsze 3 pokoje + GARAZ 0zl + Premium","3 pokoje","50 m²","","Ponikwoda","brak informacji","tak"
"421 200 zł","Słoneczny Taras/Ogród + Miejsce w Hali + HIT!","2 pokoje","36 m²","","Ponikwoda","brak informacji","tak"
"440 000 zł","Dwupokojowe mieszkanie po remoncie","2 pokoje","44.9 m²","1 piętro","Tatary","brak informacji","nie"
"385 000 zł","Trzypokojowe mieszkanie w centrum - Kalinowszczyzn","3 pokoje","48 m²","4 piętro","Kalinowszczyzna","brak informacji","nie"
"489 000 zł","Trzy pokoje przy samej Politechnice Lubelskiej!","3 pokoje","53.2 m²","1 piętro","Rury","1975","tak"
"752 850 zł","Mieszkanie W Centrum O Wysokim Standardzie","2 pokoje","31.5 m²","2 piętro","Śródmieście","2023","tak"
"425 000 zł","Urządzone mieszkanko, idealne na start.","2 pokoje","35.1 m²","4 piętro","Czechów Południowy","1977","nie"
"450 000 zł","3 pokoje 45 m2 inwestycyjnie ul. Wiercińskiego.","3 pokoje","45 m²","5 piętro","Śródmieście","1980","tak"
"639 000 zł","***Brama Krakowska za rogiem,po remoncie***","3 pokoje","65.12 m²","parter","Śródmieście","1904","nie"
"459 000 zł","***2 pokoje, ul. Okrzei, po remoncie***","2 pokoje","45.68 m²","3 piętro","Kalinowszczyzna","1978","nie"
"608 000 zł","Sprzedam mieszkanie 51,16m2 /garaż, piwnica /","2 pokoje","51.16 m²","1 piętro","Ponikwoda","2013","tak"
"465 000 zł","Mieszkanie 47,50m2, 2 pokoje, ul. Zakopiańska","2 pokoje","47.5 m²","1 piętro","Czechów Północny","brak informacji","tak"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 2-pok. | C_11","2 pokoje","43.32 m²","2 piętro","Ponikwoda","2026","tak"
"635 371 zł","Chodźki Residence Lublin, ul. Chodźki M31","2 pokoje","71.39 m²","parter","Czechów Południowy","2024","tak"
"Zapytaj o cenę","Apartamenty w Śródmieściu Lublina","1 pokój","45.63 m²","4 piętro","Śródmieście","2026","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 3-pok. N5_15","3 pokoje","58.54 m²","1 piętro","Ponikwoda","brak informacji","tak"
"659 000 zł","Bez Prowizji! Z Tarasem 17m2 ! Po Remoncie !","4 pokoje","60.21 m²","3 piętro","Ponikwoda","2008","nie"
"1 350 000 zł","Ścisłe Centrum Czechowska , apartament 117m2","4 pokoje","117 m²","2 piętro","Stare Miasto","2013","tak"
"699 000 zł","Mieszkanie + garaż w świetnej lokalizacji 75,5m²","3 pokoje","75.5 m²","2 piętro","Rury","1988","nie"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 4-pok. N4_12","4 pokoje","67.82 m²","2 piętro","Ponikwoda","brak informacji","tak"
"481 961 zł","Felin Park II | mieszkanie 3-pok. | M33","3 pokoje","49.23 m²","1 piętro","Kośminek","2025","tak"
"Zapytaj o cenę","B3 Mieszkanie nr 72","2 pokoje","44.89 m²","6 piętro","Czechów Północny","2026","tak"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park B15","2 pokoje","41.52 m²","parter","Czechów Północny","2026","nie"
"Zapytaj o cenę","Nowe mieszkanie w inw. Rezydencja Chabrowa | B.M2","3 pokoje","71.08 m²","parter","Sławin","2022","tak"
"560 000 zł","Mieszkanie z potencjałem, 59m2, ul. Chopina","2 pokoje","59 m²","1 piętro","Śródmieście","1936","nie"
"379 785 zł","120 mieszkań ! wszystkie możliwe metraże ! Okazja","2 pokoje","36.17 m²","2 piętro","Ponikwoda","2025","tak"
"699 999 zł","Gotowe! Wygodne mieszkanie dla rodziny.","3 pokoje","56 m²","1 piętro","Ponikwoda","2024","nie"
"353 925 zł","Osiedle Metropol, 2 pokoje. Teraz rabat na start!","2 pokoje","35.75 m²","","Dziesiąta","brak informacji","nie"
"994 390 zł","Mieszkanie dwupoziomowe,bezpośrednio,Czuby","4 pokoje","110.5 m²","3 piętro","Czuby Północne","2000","nie"
"639 000 zł","Mieszkanie z pięknym widokiem","4 pokoje","61.28 m²","4 piętro","Wrotków","1994","nie"
"615 000 zł","Mieszkanie LSM, 2 pokoje, 57,20m2, Sunhill","2 pokoje","57.2 m²","1 piętro","Rury","2010","nie"
"680 000 zł","Mieszkanie z ogródkiem, 3 pokoje,49,39m2,Dożynkowa","3 pokoje","49.39 m²","parter","Ponikwoda","2023","tak"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 2-pok. | C_50","2 pokoje","37.15 m²","2 piętro","Ponikwoda","2026","tak"
"697 851 zł","Chodźki Residence Lublin, ul. Chodźki M02","3 pokoje","70.49 m²","parter","Czechów Południowy","2024","tak"
"Zapytaj o cenę","Apartament od dewelopera w Śródmieściu","1 pokój","26.16 m²","4 piętro","Śródmieście","2026","tak"
"520 000 zł","Mieszkanie dwa pokoje Lublin Lsm","2 pokoje","50.43 m²","2 piętro","Rury","1993","nie"
"449 000 zł","Dwa pokoje, niski blok Romera!","2 pokoje","41 m²","2 piętro","Wrotków","2008","nie"
"439 000 zł","Trzy pokoje Śródmieście - pod wynajem!","3 pokoje","45 m²","5 piętro","Śródmieście","1968","tak"
"999 000 zł","Mieszkanie, apartament w centrum","4 pokoje","74.52 m²","3 piętro","Stare Miasto","2024","nie"
"645 000 zł","Słoneczne 3 Pokojowe Mieszkanie, ul. Pergolowa 4","3 pokoje","61 m²","3 piętro","Sławin","2004","nie"
"599 000 zł","Słoneczne 2 Pokoje ul. Kaskadowa, Botanik","2 pokoje","50 m²","1 piętro","Sławin","2010","tak"
"460 000 zł","Ustawne trzypokojowe mieszkanie","3 pokoje","63 m²","4 piętro","Czechów Południowy","1983","nie"
"485 000 zł","2 pok. Dziesiąta 51m2 do wejścia.","2 pokoje","50.8 m²","parter","Dziesiąta","1951","nie"
"640 000 zł","ścisłe centrum okolica ulicy Chopina.","3 pokoje","67.1 m²","3 piętro","Śródmieście","1984","nie"
"524 000 zł","Czuby os. Skarpa, pierwsze piętro, niski blok.","3 pokoje","62 m²","1 piętro","Czuby Północne","1980","nie"
"640 000 zł","boczna ulicy Okopowej i Chopina.","3 pokoje","67.1 m²","3 piętro","Śródmieście","1984","nie"
"739 320 zł","Mieszkanie gotowe od zaraz","3 pokoje","61.61 m²","3 piętro","Bronowice","2017","tak"
"639 000 zł","Komfortowe 2-pokojowe mieszkanie 56 m²","2 pokoje","56 m²","4 piętro","Czechów Południowy","2014","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 4-pok. N4_12","4 pokoje","67.82 m²","2 piętro","Ponikwoda","brak informacji","tak"
"699 000 zł","3 pokoje, Felin, wykończone pod klucz, blok 2024","3 pokoje","58.47 m²","2 piętro","Felin","2024","tak"
